Nome,Problema,Situação,Longitude,Latitude
Sanitários,Descarga Quebrada,Ponto aprovado,-47.8708122,-15.758977399999997
Sanitários,Vazamento,Ponto aprovado,-47.870806699999996,-15.758980199999991
Sanitários,Mictório Entupido,Ponto aprovado,-47.870806699999996,-15.758980199999991
Sanitários,Falta de Sabão,Ponto aprovado,-47.87113819514494,-15.758174226047856
Sanitários,Falta de Papel Higiênico,Ponto aprovado,-47.87039451541203,-15.757946514947617
Sanitários,Falta de Sabão,Ponto aprovado,-47.87038669999999,-15.757006900000002
Sanitários,Falta de Sabão,Ponto aprovado,-47.86961395315277,-15.758465342537443
Sanitários,Mictório Entupido,Ponto aprovado,-47.86936639,-15.768558460000001
Sanitários,Porta Danificada,Ponto aprovado,-47.86938572,-15.768638800000003
Sanitários,Mictório sem Funcionamento,Ponto aprovado,-47.86970109999999,-15.767061399999998
Sanitários,Falta de Sabão,Ponto aprovado,-47.87139119999999,-15.767697516666663
Sanitários,Falta de Papel Higiênico,Ponto aprovado,-47.87142226666666,-15.767692533333335
Sanitários,Vazamento,Ponto aprovado,-47.87711412079849,-15.749036701654852
Sanitários,Falta de Assento,Ponto aprovado,-47.87328926666667,-15.761731183333335
Sanitários,Descarga Quebrada,Ponto aprovado,-47.873139550000005,-15.761344299999996
Sanitários,Sujeira Excessiva,Ponto aprovado,-47.8660158,-15.765975679999999
Sanitários,Mictório sem Funcionamento,Ponto aprovado,-47.87168713333334,-15.763380333333338
Sanitários,Porta Danificada,Ponto aprovado,-47.871731016666665,-15.763488549999995
Sanitários,Porta Danificada,Ponto aprovado,-47.871818749999996,-15.763534149999987
Sanitários,Mictório sem Funcionamento,Ponto aprovado,-47.87179473333333,-15.763525400000004
Sanitários,Mictório Entupido,Ponto aprovado,-47.87245138333332,-15.763186783333337
Sanitários,Mictório sem Funcionamento,Ponto aprovado,-47.870369229999994,-15.764591050000003
Sanitários,Falta de Sabão,Ponto aprovado,-47.870760773402,-15.758802285839762
Sanitários,Vazamento,Ponto aprovado,-47.87099888539833,-15.758057743609239
Sanitários,Sujeira Excessiva,Ponto aprovado,-47.87100298311909,-15.75804934765611
Sanitários,Falta de Papel Higiênico,Ponto aprovado,-47.86965043786836,-15.758243718669311
Sanitários,Falta de Sabão,Ponto aprovado,-47.86958836299994,-15.758319374382763
Sanitários,Descarga Quebrada,Ponto aprovado,-47.870761069519304,-15.758808441549247
Sanitários,Sujeira Excessiva,Ponto aprovado,-47.871264453747195,-15.756828593132186
Sanitários,Falta de Sabão,Ponto aprovado,-47.871219888978466,-15.756827149218093
Sanitários,Porta Danificada,Ponto aprovado,-47.87117947266881,-15.757366517132938
Sanitários,Sujeira Excessiva,Ponto aprovado,-47.87150200358137,-15.75800178850424
Sanitários,Sujeira Excessiva,Ponto aprovado,-47.87094153,-15.77153918
Sanitários,Mictório sem Funcionamento,Ponto aprovado,-47.87030358,-15.772708920000003
Sanitários,Falta de Papel Higiênico,Ponto aprovado,-47.86985670999999,-15.774291299999996
Sanitários,Mictório Entupido,Ponto aprovado,-47.870297310104384,-15.759526353588093
Sanitários,Falta de Iluminação,Ponto aprovado,-47.87073768999999,-15.772600510000013
Sanitários,Sujeira Excessiva,Ponto aprovado,-47.86877269,-15.775029900000005
Sanitários,Mictório Entupido,Ponto aprovado,-47.86949688999999,-15.7660108
Sanitários,Porta Danificada,Ponto aprovado,-47.86733181,-15.774878709999996
Infraestrutura Esgoto,Vazamento Grande,Ponto rejeitado,-48.047866943154986,-15.834919956440936
Infraestrutura Esgoto,Vazamento Pequeno,Ponto rejeitado,-48.047866943154986,-15.834919956440936
Infraestrutura Energia,Cabo Partido,Ponto rejeitado,-47.987161433333334,-15.780089650000006
Infraestrutura Água,Área Inundada,Ponto rejeitado,-48.11052346999999,-15.87587848
Vias de Circulação,Buraco,Ponto rejeitado,-48.10583263333333,-15.925814549999997
Vias de Circulação,Buraco,Ponto rejeitado,-48.10567946666666,-15.926108083333332
Vias de Circulação,Buraco,Ponto rejeitado,-48.10575526666666,-15.926006583333338
Vias de Circulação,Sinalização Obstruída Faixa,Ponto rejeitado,-47.88267296,-15.79458578
Segurança,Área sem Iluminação,Ponto rejeitado,-45.905718,-23.207087599999998
Segurança,Movimentação Suspeita,Ponto rejeitado,-48.104204349999996,-15.873331359999996
Segurança,Área sem Iluminação,Ponto rejeitado,-48.10652298333333,-15.9266544
Sanitários,Sujeira Excessiva,Ponto rejeitado,-48.10055402,-15.868772229999996
